state,SHELDED,FSSLTDED,HWGT,CERTHHSZ,FSTOTDED,FSUNEARN,FSSTDDE2,TANF_IND,FSEARN,FSTANF,RAWERND,LIQRESOR,FSASSET,FSSLTDE2,WRK_POOR
Florida,231,231,21163,2,588,0,240,0,989,0,198,0,0,231,1
Florida,0,0,18312,1,160,0,0,0,0,0,0,0,0,0,0
Florida,600,600,18312,1,760,159,0,0,0,0,0,0,0,0,0
Florida,52,52,24013,3,212,750,212,0,0,0,0,0,0,52,0
Florida,535,535,20273,2,1021,0,160,0,1631,0,326,0,0,535,1
Florida,0,0,21708,2,177,172,160,0,86,0,17,0,0,0,1
Florida,535,535,22935,3,779,0,0,0,424,0,85,0,0,180,1
Florida,224,224,23214,8,452,475,342,0,0,0,0,0,0,224,0
Florida,0,0,14603,2,474,0,160,0,1574,0,315,0,0,0,1
Florida,0,0,21532,1,160,0,0,0,0,0,0,0,0,0,0
Florida,362,361,20970,1,670,0,240,0,747,0,149,0,0,361,1
Florida,239,239,22724,3,399,426,240,0,0,0,0,0,0,239,0
Florida,500,500,19545,1,660,0,0,0,0,0,0,0,0,0,0
Florida,0,0,16575,6,293,200,228,0,326,0,66,0,0,0,1
Florida,561,561,18967,2,721,1132,240,0,0,0,0,0,0,561,0
Florida,0,0,19545,1,160,0,0,0,0,0,0,0,0,0,0
Florida,350,652,17052,1,812,750,178,0,0,0,0,0,0,590,0
Florida,535,535,30781,2,695,1518,160,0,0,0,0,0,0,535,0
Florida,0,0,17052,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,19278,1,889,0,160,0,973,0,195,0,0,535,1
Florida,0,0,19414,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,16308,4,1232,0,170,0,2635,0,527,0,0,535,1
Florida,0,0,19414,1,160,0,0,0,0,0,0,0,0,0,0
Florida,493,493,18764,1,653,1069,240,0,0,0,0,0,0,493,0
Florida,0,0,19143,2,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17460,1,160,0,0,0,0,0,0,0,0,0,0
Florida,417,416,17557,1,726,750,240,0,0,0,0,0,0,416,0
Florida,535,535,20381,2,953,0,160,0,1290,0,258,0,0,535,1
Florida,6,6,21348,3,166,280,166,0,0,0,0,0,0,6,0
Florida,0,0,19236,3,160,1160,160,0,0,0,0,0,0,0,0
Florida,80,80,18758,1,240,401,240,0,0,0,0,0,0,80,0
Florida,417,417,19409,2,1322,0,240,0,1565,0,313,0,0,417,1
Florida,535,535,18918,1,875,0,160,0,900,0,180,0,0,535,1
Florida,629,629,18942,1,909,313,240,0,600,0,120,0,0,629,1
Florida,402,335,21585,1,495,650,240,0,0,0,0,0,0,335,0
Florida,535,638,19119,2,1124,770,240,0,1634,0,327,0,0,638,1
Florida,184,184,17336,1,665,0,240,0,1607,0,321,0,0,184,1
Florida,111,111,17336,1,271,993,240,0,0,0,0,0,0,111,0
Florida,227,227,20096,1,387,401,240,0,0,0,0,0,0,227,0
Florida,437,437,16672,2,597,1411,240,0,0,0,0,0,0,437,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17400,1,160,735,160,0,0,0,0,0,0,0,0
Florida,0,0,20602,2,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,20176,1,695,0,0,0,0,0,0,0,0,0,0
Florida,223,223,18427,1,383,744,240,0,0,0,0,0,0,223,0
Florida,181,181,18347,1,341,720,240,0,0,0,0,0,0,181,0
Florida,500,500,19711,1,660,755,240,0,0,0,0,0,0,500,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,20602,2,695,200,0,0,0,0,0,0,0,40,0
Florida,341,341,19037,1,501,735,240,0,0,0,0,0,0,341,0
Florida,302,302,19743,1,462,550,240,0,0,0,0,0,0,302,0
Florida,236,236,19488,3,568,0,240,0,860,0,172,0,0,236,1
Florida,482,482,17980,3,1896,265,240,0,2236,0,447,0,0,482,1
Florida,458,457,17336,1,1001,0,240,0,1924,0,385,0,0,457,1
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,127,128,15824,4,1275,0,255,0,2338,0,468,0,0,128,1
Florida,867,867,20176,1,1027,721,0,0,0,0,0,0,0,561,0
Florida,35,35,18748,1,195,490,195,0,0,0,0,0,0,35,0
Florida,0,0,20609,8,228,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17449,1,160,725,160,0,0,0,0,0,0,0,0
Florida,225,225,18154,1,385,802,240,0,0,0,0,0,0,225,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,19963,4,932,0,170,0,1135,0,227,0,0,535,1
Florida,0,0,17066,3,160,956,160,0,0,0,0,0,0,0,0
Florida,610,610,20176,1,770,735,205,0,0,0,0,0,0,575,0
Florida,208,208,14091,4,827,0,255,0,2248,0,450,0,0,208,1
Florida,278,278,16779,5,801,0,299,0,1620,0,324,0,0,278,1
Florida,535,535,16346,5,1121,94,199,0,1935,0,387,0,0,535,1
Florida,535,535,19312,3,695,1022,160,0,0,0,0,0,0,535,0
Florida,419,419,20176,1,683,0,77,0,520,0,104,0,0,256,1
Florida,51,51,10410,5,746,404,250,0,2483,0,497,0,0,51,1
Florida,521,535,17964,3,1209,0,202,0,1818,0,259,0,0,535,1
Florida,345,345,14636,4,970,0,255,0,2278,0,456,0,0,345,1
Florida,539,540,20233,2,700,775,240,0,0,0,0,0,0,540,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,301,301,17433,1,461,1030,240,0,0,0,0,0,0,301,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,202,202,18379,1,362,735,240,0,0,0,0,0,0,202,0
Florida,0,0,17336,1,160,1009,160,0,0,0,0,0,0,0,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17336,1,160,1179,160,0,0,0,0,0,0,0,0
Florida,0,0,20176,1,160,100,100,0,0,0,0,0,0,0,0
Florida,381,381,18154,1,541,960,240,0,0,0,0,0,0,381,0
Florida,402,402,13770,4,1087,0,255,0,2575,0,515,0,0,402,1
Florida,213,213,18427,1,373,735,240,0,0,0,0,0,0,213,0
Florida,375,375,15335,5,574,1693,298,0,0,0,0,0,0,375,0
Florida,507,507,19743,1,667,755,240,0,0,0,0,0,0,507,0
Florida,0,0,17336,1,160,1161,160,0,0,0,0,0,0,0,0
Florida,500,500,20941,4,670,0,0,0,0,0,0,0,0,0,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,17364,4,879,750,170,0,871,0,174,0,0,535,1
Florida,248,248,17529,1,408,958,240,0,0,0,0,0,0,248,0
Florida,535,535,17009,2,1055,0,168,0,1800,0,360,0,0,535,1
Florida,418,418,18299,1,583,973,240,0,0,0,0,0,0,418,0
Florida,220,221,20082,3,812,0,240,0,980,0,196,0,0,221,1
Florida,340,340,20602,2,523,241,74,1,116,241,23,0,0,174,1
Florida,339,340,17882,1,570,1045,240,0,0,0,0,0,0,340,0
Florida,471,471,19873,3,842,0,240,0,1055,0,211,0,0,471,1
Florida,214,215,18347,1,375,755,240,0,0,0,0,0,0,215,0
Florida,535,535,20900,3,695,323,0,0,0,0,0,0,0,163,0
Florida,13,13,17465,1,173,735,173,0,0,0,0,0,0,13,0
Florida,406,535,20602,2,839,0,117,0,720,0,44,0,0,416,1
Florida,463,463,18984,4,633,1038,255,1,0,303,0,0,0,463,0
Florida,507,507,17513,1,845,508,240,0,890,0,178,0,0,507,1
Florida,394,394,20538,2,554,567,240,0,0,0,0,0,0,394,0
Florida,0,0,17336,1,160,1926,160,0,0,0,0,0,0,0,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,229,229,20678,5,428,436,299,0,0,0,0,0,0,229,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,453,453,18074,1,613,1048,240,0,0,0,0,0,0,453,0
Florida,557,557,18620,1,717,1040,240,0,0,0,0,0,0,557,0
Florida,486,486,16857,3,646,1483,240,0,0,0,0,0,0,486,0
Florida,288,288,17384,1,448,1025,240,0,0,0,0,0,0,288,0
Florida,0,0,17336,1,160,1337,160,0,0,0,0,0,0,0,0
Florida,727,727,20176,1,887,401,0,0,0,0,0,0,0,241,0
Florida,0,0,20176,1,160,0,0,0,0,0,0,0,0,0,0
Florida,308,308,20602,2,468,400,172,0,0,0,0,0,0,240,0
Florida,224,224,18475,1,384,735,240,0,0,0,0,0,0,224,0
Florida,425,401,19977,1,861,400,240,0,484,0,97,0,0,401,1
Florida,610,610,20137,1,770,834,240,0,0,0,0,0,0,610,0
Florida,0,0,16127,6,884,0,228,0,3284,0,657,0,0,0,1
Florida,560,560,19952,1,720,735,240,0,0,0,0,0,0,560,0
Florida,510,511,20137,1,671,735,240,0,0,0,0,0,0,511,0
Florida,0,0,22071,1,459,0,160,0,1495,0,299,0,0,0,1
Florida,535,535,14597,4,1048,0,170,0,1715,0,343,0,0,535,1
Florida,273,274,10040,5,473,512,299,0,0,0,0,0,0,274,0
Florida,0,0,19597,3,541,0,160,0,1906,0,381,0,0,0,1
Florida,242,242,21430,1,402,817,240,0,0,0,0,0,0,242,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,22071,1,160,904,160,0,0,0,0,0,0,0,0
Florida,736,736,19890,1,896,783,127,0,0,0,0,0,0,623,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,18071,4,1283,0,214,0,2891,0,578,0,0,535,1
Florida,390,390,19890,1,670,0,170,0,600,0,120,0,0,320,1
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17342,2,160,204,160,0,0,0,0,0,0,0,0
Florida,407,407,15557,3,777,0,240,0,1050,0,210,0,0,407,1
Florida,535,535,9007,6,1072,0,228,0,1545,0,309,0,0,535,1
Florida,310,310,20876,1,470,735,240,0,0,0,0,0,0,310,0
Florida,0,0,20827,1,263,0,160,0,515,0,103,0,0,0,1
Florida,535,535,18341,3,1125,0,160,0,2150,0,430,0,0,535,1
Florida,450,450,20445,1,610,760,240,0,0,0,0,0,0,450,0
Florida,177,177,13833,4,549,0,255,0,1012,0,202,0,0,177,1
Florida,0,0,9892,5,199,0,0,0,0,0,0,0,0,0,0
Florida,634,634,17884,2,794,986,240,0,0,0,0,0,0,634,0
Florida,363,363,17169,2,553,206,43,0,150,0,30,0,0,166,1
Florida,510,510,20137,1,670,735,240,0,0,0,0,0,0,510,0
Florida,535,535,16431,3,996,0,160,0,1505,0,301,0,0,535,1
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,550,550,20063,1,710,755,240,0,0,0,0,0,0,550,0
Florida,295,296,20925,1,456,735,240,0,0,0,0,0,0,296,0
Florida,535,535,14546,3,995,900,65,0,0,0,0,0,0,440,0
Florida,213,213,21233,1,373,735,240,0,0,0,0,0,0,213,0
Florida,476,476,18980,2,636,1123,240,0,0,0,0,0,0,476,0
Florida,41,41,22071,1,201,1141,201,0,0,0,0,0,0,41,0
Florida,535,535,10040,5,927,0,199,0,965,0,193,0,0,535,1
Florida,450,450,20432,1,610,755,240,0,0,0,0,0,0,450,0
Florida,535,535,11335,6,1229,0,265,0,2331,0,466,0,0,535,1
Florida,338,338,22071,1,597,1561,240,0,0,0,0,0,0,338,0
Florida,343,343,19890,1,503,174,0,0,0,0,0,0,0,14,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,695,535,16481,3,999,0,160,0,1520,0,304,0,0,535,1
Florida,191,191,17886,4,840,0,255,0,2399,0,480,0,0,191,1
Florida,32,32,21321,2,620,0,192,0,2144,0,429,0,0,32,1
Florida,0,0,21110,1,160,490,160,0,0,0,0,0,0,0,0
Florida,610,610,19890,1,770,735,205,0,0,0,0,0,0,575,0
Florida,835,835,17169,2,995,798,43,0,0,0,0,0,0,638,0
Florida,0,0,20321,1,228,0,160,0,344,0,69,0,0,0,1
Florida,986,986,14856,4,1629,0,255,0,2366,0,473,0,0,986,1
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,19890,1,695,0,0,0,0,0,0,0,0,0,0
Florida,0,0,17169,2,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,19890,1,838,0,90,0,718,0,144,0,0,415,1
Florida,0,0,21148,2,468,0,160,0,1544,0,309,0,0,0,1
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,492,492,17169,2,732,0,0,0,400,0,80,0,0,160,1
Florida,0,0,14546,3,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,14546,3,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,7258,6,228,153,153,0,0,0,0,0,0,0,0
Florida,1304,1304,17169,2,1649,634,0,0,430,0,86,0,0,719,1
Florida,535,535,14928,3,831,250,183,0,683,0,137,0,0,535,1
Florida,535,535,17169,2,695,440,0,0,0,0,0,0,0,280,0
Florida,0,0,17651,3,160,1000,160,0,0,0,0,0,0,0,0
Florida,388,388,12786,4,558,735,255,0,0,0,0,0,0,388,0
Florida,160,161,20138,2,321,1123,240,0,0,0,0,0,0,161,0
Florida,535,535,19890,1,695,575,115,0,0,0,0,0,0,415,0
Florida,593,593,21061,1,1049,377,240,0,988,0,198,0,0,593,1
Florida,644,644,19890,1,804,767,203,0,0,0,0,0,0,607,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,12121,4,170,0,0,0,0,0,0,0,0,0,0
Florida,442,442,19276,2,1539,0,240,0,2107,0,421,0,0,442,1
Florida,525,525,20101,2,685,1477,240,0,0,0,0,0,0,525,0
Florida,514,514,22071,1,1075,0,240,0,2009,0,402,0,0,514,1
Florida,0,0,21321,2,160,1775,160,0,0,0,0,0,0,0,0
Florida,460,460,20321,1,620,735,240,0,0,0,0,0,0,460,0
Florida,584,584,19890,1,744,735,231,0,0,0,0,0,0,575,0
Florida,0,0,19890,1,160,0,0,0,0,0,0,0,0,0,0
Florida,548,548,20075,1,708,758,240,0,0,0,0,0,0,548,0
Florida,747,697,21750,1,857,1360,240,0,0,0,0,0,0,697,0
Florida,314,314,15520,3,474,735,240,0,0,0,0,0,0,314,0
Florida,73,73,18799,5,942,0,272,0,3352,0,670,0,0,73,1
Florida,0,0,17169,2,160,0,0,0,0,0,0,0,0,0,0
Florida,706,706,21295,1,1176,0,240,0,1553,0,311,0,0,706,1
Florida,478,478,19783,1,638,699,240,0,0,0,0,0,0,478,0
Florida,750,750,18391,2,910,755,85,0,0,0,0,0,0,595,0
Florida,0,0,16748,5,199,254,199,1,0,254,0,0,0,0,0
Florida,0,0,22292,4,419,223,170,0,1246,0,249,0,0,0,1
Florida,0,0,18391,2,160,0,0,0,0,0,0,0,0,0,0
Florida,594,594,22128,1,754,1266,240,0,0,0,0,0,0,594,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,93,93,24244,2,431,735,240,0,893,0,179,0,0,93,1
Florida,0,0,18391,2,160,0,0,0,0,0,0,0,0,0,0
Florida,419,419,24244,2,1033,0,240,0,2270,0,454,0,0,419,1
Florida,695,695,18512,2,855,878,240,0,0,0,0,0,0,695,0
Florida,532,482,22527,1,776,1624,240,0,0,0,0,0,0,482,0
Florida,86,87,19453,1,306,0,230,0,296,0,59,0,0,77,1
Florida,0,0,22527,1,376,0,160,0,1080,0,216,0,0,0,1
Florida,442,382,17269,5,581,735,298,0,0,0,0,0,0,382,0
Florida,400,400,22021,2,560,1255,240,0,0,0,0,0,0,400,0
Florida,764,764,19308,3,1077,662,240,0,767,0,153,0,0,764,1
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,1013,1013,19453,1,1173,1024,91,0,0,0,0,0,0,864,0
Florida,471,471,21951,2,631,1312,240,0,0,0,0,0,0,471,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,438,438,24532,4,1805,246,255,0,3039,0,608,0,0,438,1
Florida,535,535,21771,4,1118,0,170,0,2066,0,413,0,0,535,1
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,517,517,24244,2,1177,0,240,0,2500,0,500,0,0,517,1
Florida,482,482,19453,1,642,490,88,0,0,0,0,0,0,330,0
Florida,373,720,19453,1,880,755,115,0,0,0,0,0,0,595,0
Florida,349,368,19788,5,948,0,298,0,1588,0,318,0,0,368,1
Florida,133,134,18512,2,373,0,240,0,396,0,79,0,0,134,1
Florida,0,0,22527,1,160,1115,160,0,0,0,0,0,0,0,0
Florida,0,0,18391,2,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,22527,1,259,1550,160,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,19453,1,695,0,0,0,0,0,0,0,0,0,0
Florida,80,80,19453,1,240,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,18391,2,695,228,0,0,0,0,0,0,0,68,0
Florida,535,535,18391,2,695,161,0,1,0,161,0,0,0,1,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,463,463,18946,2,954,400,240,0,659,0,132,0,0,463,1
Florida,223,223,20617,1,383,605,240,0,0,0,0,0,0,223,0
Florida,0,0,18391,2,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,125,125,0,0,0,0,0,0,0,0
Florida,0,0,22073,2,376,0,160,0,1080,0,216,0,0,0,1
Florida,0,0,22527,1,357,293,160,0,989,0,198,0,0,0,1
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,495,495,20582,1,655,870,240,0,0,0,0,0,0,495,0
Florida,560,560,19540,1,720,735,240,0,0,0,0,0,0,560,0
Florida,469,401,19103,2,734,0,240,0,869,0,174,0,0,401,1
Florida,525,535,19867,2,1034,600,170,0,717,0,143,0,0,535,1
Florida,484,484,18391,2,644,487,83,0,0,0,0,0,0,327,0
Florida,413,413,20409,1,573,755,240,0,0,0,0,0,0,413,0
Florida,0,0,22527,1,233,1866,160,0,0,0,0,0,0,0,0
Florida,327,327,18391,2,487,200,0,0,0,0,0,0,0,40,0
Florida,535,535,20301,2,960,0,160,0,1325,0,265,0,0,535,1
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,20044,1,896,0,160,0,1008,0,202,0,0,535,1
Florida,260,260,22527,1,737,0,240,0,1589,0,318,0,0,260,1
Florida,1320,1320,16821,4,1490,785,0,0,0,0,0,0,0,615,0
Florida,530,530,24275,3,994,775,240,0,1523,0,305,0,0,530,1
Florida,123,123,23886,5,758,0,298,0,2183,0,437,0,0,123,1
Florida,815,815,20235,1,975,1125,240,0,0,0,0,0,0,815,0
Florida,152,152,21062,3,312,1000,240,0,0,0,0,0,0,152,0
Florida,476,476,19453,1,788,0,212,0,760,0,152,0,0,448,1
Florida,0,0,16453,5,199,0,0,0,0,0,0,0,0,0,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,683,683,19453,1,843,823,220,0,0,0,0,0,0,663,0
Florida,535,535,20579,2,973,0,160,0,1390,0,278,0,0,535,1
Florida,619,619,21225,1,779,1116,240,0,0,0,0,0,0,619,0
Florida,535,535,18005,3,894,0,160,0,997,0,199,0,0,535,1
Florida,0,0,22527,1,160,782,160,0,0,0,0,0,0,0,0
Florida,535,535,18912,2,825,274,185,0,650,0,130,0,0,535,1
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,119,119,23015,6,958,735,342,0,1660,0,332,0,0,119,1
Florida,243,531,18391,2,805,0,8,0,573,0,115,0,0,299,1
Florida,470,470,21468,1,630,1015,240,0,0,0,0,0,0,470,0
Florida,353,354,20617,1,514,735,240,0,0,0,0,0,0,354,0
Florida,300,300,20999,1,460,755,240,0,0,0,0,0,0,300,0
Florida,583,535,19453,1,798,0,0,0,517,0,103,0,0,254,1
Florida,695,695,19453,1,855,0,0,0,0,0,0,0,0,0,0
Florida,162,162,22882,4,486,873,255,0,774,0,155,0,0,162,1
Florida,882,882,17467,3,1042,976,174,1,0,241,0,0,0,816,0
Florida,0,0,19453,1,160,0,0,0,0,0,0,0,0,0,0
Florida,195,195,21986,3,355,470,240,0,0,0,0,0,0,195,0
Florida,445,445,21265,2,705,1064,240,0,0,0,0,0,0,445,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,339,339,21304,1,499,750,240,0,0,0,0,0,0,339,0
Florida,535,535,21555,1,905,0,160,0,1050,0,210,0,0,535,1
Florida,326,326,20512,1,486,1173,240,0,0,0,0,0,0,326,0
Florida,542,542,21736,1,702,770,240,0,0,0,0,0,0,542,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,418,419,20865,1,579,1017,240,0,0,0,0,0,0,419,0
Florida,0,0,22112,2,160,0,0,0,0,0,0,0,0,0,0
Florida,380,380,21359,1,540,770,240,0,0,0,0,0,0,380,0
Florida,360,371,20622,2,531,1163,240,0,0,0,0,0,0,371,0
Florida,882,882,20802,1,1042,1507,240,0,0,0,0,0,0,882,0
Florida,0,0,20512,1,160,1216,160,0,0,0,0,0,0,0,0
Florida,0,0,22261,3,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,18754,4,1255,0,170,0,2752,0,550,0,0,535,1
Florida,306,306,21901,1,526,0,17,0,303,0,61,0,0,83,1
Florida,0,0,20998,3,160,695,160,0,0,0,0,0,0,0,0
Florida,0,45,22261,3,205,0,0,0,0,0,0,0,0,0,0
Florida,0,0,20591,1,160,716,160,0,0,0,0,0,0,0,0
Florida,0,0,21076,3,490,0,160,0,991,0,198,0,0,0,1
Florida,202,202,20983,1,362,750,240,0,0,0,0,0,0,202,0
Florida,419,419,20865,1,579,1017,240,0,0,0,0,0,0,419,0
Florida,378,378,20818,1,538,998,240,0,0,0,0,0,0,378,0
Florida,368,368,21430,1,528,725,240,0,0,0,0,0,0,368,0
Florida,0,0,21986,3,160,274,160,0,0,0,0,0,0,0,0
Florida,535,535,21901,1,867,0,187,0,860,0,172,0,0,528,1
Florida,363,363,21649,3,523,783,240,0,0,0,0,0,0,363,0
Florida,0,0,20512,1,160,750,160,0,0,0,0,0,0,0,0
Florida,727,727,21704,2,887,1060,240,1,0,298,0,0,0,727,0
Florida,0,0,19045,3,160,1525,160,0,0,0,0,0,0,0,0
Florida,1442,1442,21901,1,1602,0,0,0,0,0,0,0,0,0,0
Florida,369,369,20528,1,529,1112,240,0,0,0,0,0,0,369,0
Florida,0,0,21901,1,160,129,129,0,0,0,0,0,0,0,0
Florida,642,642,21901,1,802,770,208,0,0,0,0,0,0,610,0
Florida,0,0,18472,3,851,0,160,0,2458,0,492,0,0,0,1
Florida,337,337,21344,1,497,731,240,0,0,0,0,0,0,337,0
Florida,0,347,21901,1,507,0,0,0,0,0,0,0,0,0,0
Florida,0,0,22261,3,160,0,0,0,0,0,0,0,0,0,0
Florida,452,452,21571,1,612,750,240,0,0,0,0,0,0,452,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,349,349,21075,5,614,750,299,0,334,0,67,0,0,349,1
Florida,0,0,21399,1,160,371,160,0,0,0,0,0,0,0,0
Florida,0,0,20512,1,468,0,160,0,1544,0,309,0,0,0,1
Florida,142,142,19931,3,302,1290,240,0,0,0,0,0,0,142,0
Florida,1256,1256,21901,1,1416,728,0,0,0,0,0,0,0,568,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,450,450,21642,1,610,720,240,0,0,0,0,0,0,450,0
Florida,80,80,20826,1,240,695,240,0,0,0,0,0,0,80,0
Florida,755,755,21571,2,915,1145,240,0,0,0,0,0,0,755,0
Florida,630,630,20410,2,790,1511,240,0,0,0,0,0,0,630,0
Florida,305,305,21226,1,465,750,240,0,0,0,0,0,0,305,0
Florida,491,491,21901,1,651,0,0,0,0,0,0,0,0,0,0
Florida,0,313,22261,3,473,229,0,0,0,0,0,0,0,69,0
Florida,529,529,21319,3,960,0,240,0,1357,0,271,0,0,529,1
Florida,535,535,20526,5,734,1436,199,0,0,0,70,0,0,535,1
Florida,535,535,22261,3,695,600,65,0,0,0,0,0,0,440,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,21963,2,884,0,160,0,947,0,189,0,0,535,1
Florida,1405,1177,22284,4,1347,662,0,0,0,0,0,0,0,492,0
Florida,318,319,18580,8,1834,0,342,0,3342,0,668,0,0,319,1
Florida,591,591,21116,2,751,1173,240,0,0,0,0,0,0,591,0
Florida,0,0,20559,1,160,729,160,0,0,0,0,0,0,0,0
Florida,503,503,20998,3,962,0,240,0,1497,0,299,0,0,503,1
Florida,275,275,20559,1,534,1103,240,0,0,0,0,0,0,275,0
Florida,0,0,21901,1,160,0,0,0,0,0,0,0,0,0,0
Florida,648,648,21406,2,808,1108,240,0,0,0,0,0,0,648,0
Florida,1002,1002,19089,9,1475,1878,342,0,925,0,185,0,0,1002,1
Florida,315,315,20959,1,475,875,240,0,0,0,0,0,0,315,0
Florida,0,0,21892,2,222,0,160,0,313,0,63,0,0,0,1
Florida,552,552,21806,1,712,750,240,0,0,0,0,0,0,552,0
Florida,315,315,21203,1,475,770,240,0,0,0,0,0,0,315,0
Florida,0,0,22112,2,160,0,0,0,0,0,0,0,0,0,0
Florida,855,855,21359,1,1015,1244,240,0,0,0,0,0,0,855,0
Florida,0,0,19469,2,259,1460,160,0,0,0,0,0,0,0,0
Florida,602,602,18312,1,762,750,228,0,0,0,0,0,0,590,0
Florida,120,120,21570,3,683,100,240,0,2017,0,403,0,0,120,1
Florida,195,195,17177,1,355,770,240,0,0,0,0,0,0,195,0
Florida,0,0,16705,1,445,0,160,0,1425,0,285,0,0,0,1
Florida,98,98,16968,1,258,750,240,0,0,0,0,0,0,98,0
Florida,0,0,18312,1,160,0,0,0,0,0,0,0,0,0,0
Florida,535,535,21935,2,695,694,159,0,0,0,0,0,0,534,0
Florida,535,535,22342,3,1171,940,160,0,1384,0,277,0,0,535,1
Florida,719,719,18149,1,879,936,240,0,0,0,0,0,0,719,0
Florida,0,0,21935,2,160,0,0,0,0,0,0,0,0,0,0
Florida,255,255,21935,2,501,0,169,0,430,0,86,0,0,184,1
Florida,535,535,23704,3,1031,0,160,0,1683,0,337,0,0,535,1
Florida,627,627,18312,1,787,500,0,0,0,0,0,0,0,340,0
Florida,0,0,18312,1,160,0,0,0,0,0,0,0,0,0,0
Florida,658,658,17459,1,818,1130,240,0,0,0,0,0,0,658,0
Florida,0,0,21935,2,160,0,0,0,0,0,0,0,0,0,0
Florida,0,0,27779,5,199,1800,199,0,0,0,0,0,0,0,0
Florida,217,217,17295,1,377,750,240,0,0,0,0,0,0,217,0
Florida,108,108,18874,2,1067,0,240,0,3025,0,605,0,0,108,1
Florida,155,155,16978,1,315,802,240,0,0,0,0,0,0,155,0
Florida,535,535,23886,3,1347,1090,160,0,842,0,168,0,0,535,1
Florida,672,672,18094,1,832,910,240,0,0,0,0,0,0,672,0
Florida,175,176,23949,3,616,534,240,0,645,0,129,0,0,176,1
Florida,485,485,18022,1,645,750,240,0,0,0,0,0,0,485,0
Florida,0,0,22478,3,160,1263,160,1,0,95,0,0,0,0,0
